type,team,year,norm_epa,blue_banners,event_wins,event_finalists,total_awards,rank,elim_progression,state,worlds_winrate,worlds_qual_winrate,state_epa_rank,state_epa_percentile,total_epa_rank,total_epa_percentile,elim_alliance,elim_pick,count
regular,176,2011,1680,1,1,0,1,12.0,0,MO,0.7,0.7,5.0,0.881,113.0,0.945,,-1,
regular,176,2014,1620,0,0,1,3,70.0,0,MO,0.4,0.4,14.0,0.6889,301.0,0.8884,,-1,
regular,176,2015,1629,0,0,1,4,35.0,0,MO,0.0,0.0,16.0,0.6596,298.0,0.8963,,-1,
regular,176,2016,1727,0,0,0,2,12.0,2,MO,0.6667,0.8,6.0,0.875,87.0,0.9721,Alliance 8,2,
regular,176,2018,1746,1,1,2,5,4.0,6,MI,0.75,0.9,4.0,0.9216,87.0,0.9759,Alliance 4,0,
regular,176,2019,1751,2,2,2,7,2.0,3,MI,0.7308,0.85,3.0,0.9444,80.0,0.9787,Alliance 2,0,
regular,176,2022,1842,4,4,0,8,2.0,5,TX,0.7333,0.9,1.0,0.98,12.0,0.9961,Alliance 2,0,
regular,176,2023,1803,3,3,1,9,16.0,6,TX,0.6875,0.7,1.0,0.9804,26.0,0.9921,Alliance 1,1,
regular,1763,2018,1563,0,0,0,0,65.0,0,TX,0.1,0.1,20.0,0.726,871.0,0.7592,,-1,
regular,1764,2010,1565,0,0,0,3,26.0,0,GA,0.6,0.6,14.0,0.7021,351.0,0.8049,,-1,
regular,1764,2011,1483,0,0,0,2,49.0,0,MO,0.5,0.5,31.0,0.4038,1069.0,0.4793,,-1,
regular,1764,2012,1550,0,0,0,3,92.0,0,MO,0.3333,0.3333,14.0,0.7586,611.0,0.738,,-1,
regular,1764,2016,1518,1,0,0,1,65.0,0,MO,0.2,0.2,32.0,0.5616,1176.0,0.6224,,-1,
regular,1768,2010,1532,1,1,0,1,52.0,0,GA,0.6,0.6,14.0,0.7308,535.0,0.7026,,-1,
regular,1768,2015,1752,0,0,1,3,43.0,0,MO,0.0,0.0,1.0,0.9844,61.0,0.9788,,3,
regular,1768,2016,1737,2,2,0,6,20.0,2,MO,0.5,0.6,2.0,0.9706,78.0,0.975,Alliance 5,1,
regular,1768,2019,1678,0,0,2,5,24.0,2,MI,0.4583,0.55,5.0,0.9315,205.0,0.9455,Alliance 6,1,
regular,1768,2023,1754,1,1,0,4,28.0,3,TX,0.6154,0.6,2.0,0.9697,64.0,0.9805,Alliance 5,2,
regular,1769,2016,1582,0,0,0,0,55.0,0,MO,0.3,0.3,3.0,0.8636,533.0,0.8288,,-1,
regular,1769,2018,1454,0,0,0,0,64.0,0,TX,0.3,0.3,17.0,0.2917,2484.0,0.3132,,-1,
regular,177,2007,1623,1,1,0,2,50.0,7,GA,0.6429,0.4286,6.0,0.8125,152.0,0.8803,,-1,9.0
regular,177,2008,1599,0,0,0,2,26.0,8,GA,0.6667,0.5714,9.0,0.7097,232.0,0.8451,,-1,9.0
regular,177,2009,1671,0,0,0,1,25.0,8,GA,0.6667,0.5714,6.0,0.8182,121.0,0.9278,,-1,9.0
regular,177,2010,1666,1,1,0,3,41.0,7,GA,0.6765,0.55,5.0,0.8649,112.0,0.9377,,-1,9.0
regular,177,2011,1744,1,0,3,7,6.0,7,MO,0.8235,0.8,1.0,0.9762,61.0,0.9703,,1,9.0
regular,177,2014,1661,3,3,0,4,68.0,2,MO,0.3333,0.4,6.0,0.8667,175.0,0.9351,,1,9.0
regular,177,2016,1721,1,1,1,3,21.0,2,MO,0.5,0.6,7.0,0.8542,95.0,0.9695,Alliance 7,1,9.0
regular,177,2017,1626,0,0,1,3,27.0,3,MO,0.6538,0.55,8.0,0.84,344.0,0.8967,Alliance 5,1,9.0
regular,177,2018,1756,1,1,2,4,14.0,6,MI,0.5938,0.65,3.0,0.9412,76.0,0.979,Alliance 4,1,9.0
regular,177,2019,1682,1,1,1,2,58.0,1,MI,0.3636,0.3,6.0,0.8889,195.0,0.9481,Alliance 3,3,9.0
regular,177,2022,1679,3,3,1,5,33.0,0,TX,0.6,0.6,5.0,0.9,167.0,0.9453,,-1,9.0
regular,177,2023,1707,0,0,3,4,28.0,3,TX,0.5385,0.6,5.0,0.902,132.0,0.9598,Alliance 8,1,9.0
regular,1771,2008,1604,0,0,0,2,50.0,2,GA,0.3333,0.4286,3.0,0.88,188.0,0.8745,,-1,
regular,1771,2009,1801,2,1,0,4,36.0,3,GA,0.5,0.5714,1.0,0.9643,18.0,0.9893,,-1,
regular,1771,2010,1647,1,1,0,2,18.0,2,GA,0.6667,0.8,2.0,0.9333,149.0,0.9172,,-1,
regular,1771,2011,1731,1,1,0,2,1.0,4,MO,0.7857,0.9,2.0,0.9444,66.0,0.9679,,0,
regular,1771,2019,1753,0,0,2,4,6.0,5,TX,0.7333,0.8,1.0,0.9878,77.0,0.9795,Alliance 6,0,
regular,1771,2022,1864,3,3,0,6,5.0,5,TX,0.7333,0.9,1.0,0.9839,9.0,0.9971,Alliance 4,0,
regular,1771,2023,1671,2,1,1,6,16.0,1,TX,0.5455,0.6,4.0,0.9385,200.0,0.9391,Alliance 5,3,
regular,1772,2009,1444,0,0,0,0,59.0,0,GA,0.4286,0.4286,41.0,0.3594,1240.0,0.2597,,-1,
regular,1772,2010,1658,0,0,2,4,27.0,0,GA,0.7,0.7,2.0,0.971,127.0,0.9294,,-1,
regular,1772,2012,1601,0,0,0,0,71.0,0,MO,0.5556,0.5556,5.0,0.939,311.0,0.8666,,-1,
regular,1772,2013,1592,1,1,0,3,70.0,0,MO,0.375,0.375,5.0,0.9545,395.0,0.8426,,-1,
regular,1775,2007,1714,1,1,0,2,42.0,0,GA,0.4286,0.4286,1.0,0.9787,37.0,0.9709,,-1,
regular,1775,2014,1763,0,0,1,2,30.0,0,MO,0.6,0.6,2.0,0.9697,48.0,0.9822,,-1,
regular,1775,2016,1653,1,1,1,4,58.0,2,MO,0.3333,0.3,4.0,0.9452,221.0,0.929,Alliance 1,3,
regular,1775,2018,1557,0,0,0,1,43.0,0,TX,0.45,0.45,22.0,0.6986,931.0,0.7426,,-1,
regular,1777,2015,1485,0,0,1,1,65.0,0,MO,0.0,0.0,7.0,0.6818,1499.0,0.4782,,-1,
regular,1778,2012,1462,0,0,0,0,94.0,0,MO,0.2222,0.2222,68.0,0.2842,1528.0,0.3448,,-1,
regular,1778,2017,1727,0,0,1,3,9.0,3,TX,0.6154,0.7,5.0,0.9519,90.0,0.973,Alliance 7,0,
regular,1778,2018,1575,1,1,1,5,42.0,3,TX,0.5,0.35,30.0,0.703,712.0,0.8032,Alliance 1,3,
regular,178,2007,1418,0,0,0,2,85.0,0,GA,0.125,0.125,29.0,0.0938,1088.0,0.1433,,-1,
regular,178,2008,1532,0,0,0,1,29.0,0,GA,0.5714,0.5714,19.0,0.3871,462.0,0.6916,,-1,
regular,178,2010,1563,0,0,0,0,54.0,0,GA,0.25,0.25,10.0,0.7297,359.0,0.8004,,-1,
regular,178,2012,1440,0,0,0,1,64.0,0,MO,0.2222,0.2222,35.0,0.1463,1751.0,0.2491,,-1,
regular,178,2017,1559,0,0,1,3,35.0,0,MO,0.7,0.7,18.0,0.64,855.0,0.7433,,-1,
regular,1781,2013,1605,0,0,0,0,64.0,0,MO,0.375,0.375,9.0,0.8448,341.0,0.8641,,-1,
regular,1781,2017,1546,1,0,0,1,42.0,0,MO,0.4,0.4,18.0,0.6786,977.0,0.7067,,-1,
regular,1781,2019,1587,1,1,0,2,38.0,0,MI,0.5,0.5,16.0,0.75,685.0,0.8178,,-1,
regular,1781,2023,1645,0,0,1,5,20.0,0,TX,0.8,0.8,7.0,0.8679,274.0,0.9166,,-1,
regular,1785,2015,1592,1,1,0,1,37.0,0,MO,0.0,0.0,14.0,0.7971,422.0,0.8531,,-1,
regular,1785,2019,1496,1,1,0,1,60.0,0,TX,0.5,0.5,31.0,0.5811,1778.0,0.5271,,-1,
regular,1785,2023,1609,1,1,0,2,44.0,0,TX,0.6,0.6,11.0,0.8226,448.0,0.8636,,-1,
regular,1787,2019,1710,0,0,1,3,10.0,4,MI,0.7143,0.8,1.0,0.9848,138.0,0.9633,Alliance 4,1,
regular,1787,2022,1725,1,1,1,3,26.0,2,TX,0.5,0.5,2.0,0.9623,104.0,0.9659,Alliance 1,2,
regular,179,2007,1739,0,0,2,3,36.0,6,GA,0.7857,0.625,4.0,0.9048,46.0,0.9638,,-1,
regular,179,2008,1659,0,0,1,2,50.0,3,GA,0.4,0.4286,5.0,0.8837,101.0,0.9326,,-1,
regular,179,2009,1651,1,1,0,1,37.0,0,GA,0.5714,0.5714,6.0,0.8537,135.0,0.9194,,-1,
regular,179,2011,1717,1,1,0,2,27.0,0,MO,0.6,0.6,3.0,0.9455,76.0,0.963,,-1,
regular,179,2014,1688,2,1,1,4,85.0,3,MO,0.3077,0.3,4.0,0.9365,127.0,0.9529,,2,
regular,179,2016,1847,2,2,1,7,5.0,6,MO,0.6875,0.8,1.0,0.9857,23.0,0.9926,Alliance 4,0,
regular,179,2017,1569,1,1,0,2,14.0,5,TX,0.6667,0.7,20.0,0.7368,739.0,0.7781,Alliance 6,1,
regular,179,2018,1782,2,2,0,4,3.0,6,TX,0.6875,0.7,1.0,0.9875,51.0,0.9859,Alliance 2,0,
regular,179,2019,1793,1,1,0,4,3.0,7,TX,0.8235,0.8,1.0,0.9888,37.0,0.9902,Alliance 1,1,
regular,179,2022,1807,3,3,0,6,13.0,2,TX,0.5833,0.7,1.0,0.9853,23.0,0.9925,Alliance 6,1,
regular,179,2023,1684,2,2,1,7,12.0,2,TX,0.5833,0.7,4.0,0.9429,177.0,0.9461,Alliance 5,1,
regular,1792,2017,1550,0,0,0,0,51.0,0,MO,0.4,0.4,28.0,0.5088,947.0,0.7157,,-1,
regular,1792,2018,1606,0,0,0,2,28.0,0,MI,0.6,0.6,13.0,0.7833,479.0,0.8676,,-1,
regular,1792,2019,1588,1,0,0,6,46.0,0,MI,0.5,0.5,11.0,0.8136,677.0,0.8199,,-1,
regular,1792,2022,1544,1,0,0,2,32.0,0,TX,0.6,0.6,25.0,0.5833,871.0,0.7147,,-1,
regular,1792,2023,1569,1,0,1,3,34.0,0,TX,0.5,0.5,23.0,0.623,759.0,0.7689,,-1,
regular,1795,2007,1657,0,0,0,0,35.0,0,GA,0.5714,0.5714,2.0,0.8,83.0,0.9346,,-1,
regular,1795,2008,1442,0,0,0,0,84.0,0,GA,0.1429,0.1429,17.0,0.32,1116.0,0.255,,-1,
regular,1796,2009,1559,1,1,0,1,56.0,0,GA,0.4286,0.4286,28.0,0.7686,382.0,0.7719,,-1,
regular,1796,2012,1708,1,1,0,2,39.0,0,MO,0.6667,0.6667,3.0,0.9774,85.0,0.9636,,-1,
regular,1796,2013,1617,1,1,0,2,47.0,0,MO,0.5,0.5,14.0,0.9014,287.0,0.8856,,-1,
regular,1796,2015,1563,1,1,0,2,53.0,0,MO,0.0,0.0,31.0,0.7891,604.0,0.7898,,-1,
regular,1796,2016,1617,1,0,0,2,27.0,1,MO,0.5,0.55,14.0,0.9067,354.0,0.8863,Alliance 5,2,
regular,1796,2017,1719,0,0,0,3,15.0,6,MO,0.75,0.6,5.0,0.9684,121.0,0.9637,Alliance 3,2,
regular,1796,2018,1864,4,3,0,6,28.0,2,MI,0.5417,0.65,1.0,0.9942,13.0,0.9964,Alliance 7,1,
regular,1796,2019,1830,3,3,0,7,13.0,7,MI,0.7059,0.7,1.0,0.9942,25.0,0.9934,Alliance 1,1,
regular,1796,2022,1673,2,1,1,4,47.0,2,TX,0.5,0.6,5.0,0.963,175.0,0.9427,Alliance 2,2,
regular,1796,2023,1658,4,2,0,5,35.0,1,TX,0.5455,0.6,6.0,0.9574,230.0,0.93,Alliance 5,2,
regular,1799,2023,1505,1,1,0,1,53.0,0,TX,0.5,0.5,19.0,0.4571,1471.0,0.5521,,-1,
regular,180,2007,1676,0,0,0,1,77.0,0,GA,0.3125,0.3125,7.0,0.8333,67.0,0.9472,,-1,
regular,180,2008,1613,0,0,0,2,21.0,0,GA,0.6429,0.6429,10.0,0.7674,168.0,0.8879,,-1,
regular,180,2009,1609,1,0,0,1,65.0,0,GA,0.2857,0.2857,8.0,0.8049,219.0,0.8693,,-1,
regular,180,2010,1611,0,0,0,0,51.0,0,GA,0.35,0.35,11.0,0.7442,213.0,0.8816,,-1,
regular,180,2011,1757,1,1,1,4,13.0,0,MO,0.7,0.7,2.0,0.9636,42.0,0.9795,,-1,
regular,180,2012,1862,2,2,1,6,4.0,8,MO,0.7647,0.7778,1.0,0.9867,15.0,0.9936,,0,
regular,180,2013,1762,1,1,0,2,69.0,0,MO,0.375,0.375,1.0,0.9861,46.0,0.9817,,-1,
regular,180,2014,1869,3,3,0,5,5.0,2,MO,0.6667,0.8,1.0,0.9841,11.0,0.9959,,0,
regular,180,2016,1663,3,2,0,7,24.0,7,MO,0.5882,0.6,2.0,0.9714,194.0,0.9377,Alliance 3,1,
regular,180,2017,1816,2,2,0,6,7.0,8,TX,0.6667,0.8,1.0,0.9868,26.0,0.9922,Alliance 2,1,
regular,180,2018,1716,1,1,1,6,7.0,3,TX,0.7692,0.9,2.0,0.975,126.0,0.9652,Alliance 6,0,
regular,180,2019,1794,1,1,1,6,5.0,2,TX,0.6667,0.8,2.0,0.9775,43.0,0.9886,Alliance 4,0,
regular,180,2022,1796,1,1,0,3,21.0,3,TX,0.6154,0.7,2.0,0.9706,32.0,0.9895,Alliance 4,1,
regular,180,2023,1702,2,2,1,6,28.0,2,TX,0.4167,0.5,2.0,0.9714,146.0,0.9555,Alliance 7,2,
regular,1801,2011,1557,1,1,0,2,31.0,7,MO,0.5882,0.6,14.0,0.9014,451.0,0.7803,,2,
regular,1801,2013,1468,1,1,0,1,91.0,0,MO,0.25,0.25,66.0,0.5182,1561.0,0.3778,,-1,
regular,1802,2008,1546,1,1,0,1,39.0,0,GA,0.5714,0.5714,7.0,0.6667,383.0,0.7443,,-1,
regular,1802,2023,1582,0,0,1,2,19.0,0,TX,0.6,0.6,1.0,0.9524,635.0,0.8066,,-1,
regular,1806,2008,1730,2,2,0,4,28.0,2,GA,0.4444,0.5714,1.0,0.9796,45.0,0.97,,-1,
regular,1806,2009,1788,1,1,0,3,2.0,2,GA,0.6667,0.8571,1.0,0.9808,22.0,0.9869,,-1,
regular,1806,2013,1791,2,2,0,3,34.0,2,MO,0.5,0.625,2.0,0.9672,28.0,0.9888,,1,
regular,1806,2014,1711,0,0,1,2,35.0,6,MO,0.5625,0.6,3.0,0.9545,96.0,0.9644,,2,
regular,1806,2015,1837,1,1,1,5,8.0,0,MO,0.0,0.0,3.0,0.9565,21.0,0.9927,,0,
regular,1806,2016,1763,1,1,1,4,5.0,4,MO,0.7857,0.9,2.0,0.9726,57.0,0.9817,Alliance 2,1,
regular,1806,2017,1712,1,1,0,3,28.0,6,MO,0.625,0.7,5.0,0.9306,119.0,0.9643,Alliance 7,2,
regular,1806,2018,1694,1,1,1,4,2.0,5,TX,0.8,0.9,5.0,0.9315,163.0,0.9549,Alliance 2,0,
regular,1806,2019,1541,0,0,2,3,53.0,4,TX,0.3571,0.3,20.0,0.7297,1145.0,0.6955,Alliance 5,3,
regular,1807,2009,1631,1,1,0,2,25.0,0,GA,0.5714,0.5714,9.0,0.8525,169.0,0.8991,,-1,
regular,1807,2017,1642,1,1,0,1,29.0,0,MO,0.45,0.45,11.0,0.8514,284.0,0.9147,Alliance 2,3,
regular,1807,2019,1798,1,1,2,7,15.0,2,MI,0.5833,0.7,1.0,0.988,39.0,0.9896,Alliance 7,1,
regular,1807,2022,1651,0,0,3,6,64.0,0,TX,0.2,0.2,5.0,0.939,221.0,0.9276,,-1,
regular,1807,2023,1667,1,1,1,6,19.0,0,TX,0.6,0.6,7.0,0.9213,207.0,0.937,Alliance 7,3,
regular,181,2007,1585,1,1,0,1,24.0,2,GA,0.4444,0.5714,9.0,0.7188,223.0,0.8244,,-1,
regular,181,2012,1669,2,2,0,2,20.0,4,MO,0.6923,0.7778,8.0,0.8049,130.0,0.9443,,2,
regular,181,2016,1615,0,0,0,0,44.0,0,MO,0.4,0.4,15.0,0.6875,359.0,0.8847,,-1,
regular,1810,2013,1600,0,0,0,1,54.0,0,MO,0.5,0.5,2.0,0.9,364.0,0.8549,,-1,
regular,1810,2017,1634,0,0,0,1,28.0,0,MO,0.5,0.5,1.0,0.9565,309.0,0.9072,,-1,
regular,1810,2018,1537,0,0,1,3,53.0,0,TX,0.5,0.5,5.0,0.7917,1162.0,0.6787,,-1,
regular,1811,2007,1461,0,0,0,0,40.0,0,GA,0.5714,0.5714,32.0,0.4386,826.0,0.3496,,-1,
regular,1811,2009,1472,0,0,0,0,78.0,0,GA,0.2857,0.2857,40.0,0.3443,1007.0,0.3988,,-1,
regular,1811,2011,1381,0,0,0,0,80.0,0,MO,0.3,0.3,56.0,0.0968,1947.0,0.0516,,-1,
regular,1816,2007,1586,0,0,0,2,35.0,7,GA,0.5714,0.5714,2.0,0.875,220.0,0.8268,,-1,
regular,1816,2008,1590,1,0,0,1,40.0,0,GA,0.5714,0.5714,3.0,0.9444,229.0,0.8471,,-1,
regular,1816,2010,1551,0,0,0,2,43.0,0,GA,0.6,0.6,11.0,0.8952,425.0,0.7638,,-1,
regular,1816,2011,1595,0,0,0,5,53.0,0,MO,0.4,0.4,10.0,0.9231,320.0,0.8441,,-1,
regular,1816,2012,1583,1,0,1,6,72.0,0,MO,0.3333,0.3333,15.0,0.902,390.0,0.8328,,-1,
regular,1816,2013,1538,0,0,0,4,76.0,0,MO,0.375,0.375,29.0,0.8371,729.0,0.7094,,-1,
regular,1816,2014,1692,1,0,1,3,35.0,0,MO,0.6,0.6,4.0,0.9785,122.0,0.9548,,-1,
regular,1816,2015,1574,2,0,0,4,43.0,0,MO,0.0,0.0,15.0,0.9219,523.0,0.818,,1,
regular,1816,2017,1525,2,0,0,5,28.0,0,MO,0.6,0.6,54.0,0.7404,1223.0,0.6328,,-1,
regular,1816,2018,1540,2,0,0,4,25.0,0,MI,0.65,0.65,51.0,0.7617,1126.0,0.6887,,-1,
regular,1816,2019,1644,5,1,0,7,18.0,7,MI,0.7059,0.7,10.0,0.9548,319.0,0.9152,Alliance 1,2,
regular,1816,2022,1586,0,0,1,3,22.0,0,TX,0.7,0.7,21.0,0.8889,516.0,0.831,Alliance 2,2,
regular,1816,2023,1597,1,0,0,2,39.0,0,TX,0.5,0.5,23.0,0.8789,528.0,0.8392,,-1,
regular,1817,2007,1379,0,0,0,0,81.0,0,GA,0.1429,0.1429,34.0,0.0286,1213.0,0.0449,,-1,
regular,1817,2010,1465,1,1,0,4,85.0,0,GA,0.25,0.25,44.0,0.5728,1140.0,0.3663,,-1,
regular,1817,2012,1518,2,0,0,5,47.0,0,MO,0.3333,0.3333,26.0,0.8219,878.0,0.6235,,-1,
regular,1817,2014,1685,2,1,0,7,17.0,0,MO,0.7,0.7,6.0,0.9542,136.0,0.9496,,3,
regular,1817,2015,1689,0,0,2,4,15.0,0,MO,0.0,0.0,5.0,0.9624,139.0,0.9516,,2,
regular,1817,2017,1515,1,1,0,2,64.0,0,TX,0.2,0.2,49.0,0.6818,1338.0,0.5983,,-1,
regular,1817,2018,1556,0,0,1,4,20.0,7,TX,0.6471,0.7,30.0,0.8137,945.0,0.7387,Alliance 7,2,
regular,1817,2019,1563,0,0,3,5,20.0,1,TX,0.4545,0.5,38.0,0.7765,913.0,0.7572,Alliance 8,2,
regular,1824,2007,1549,1,1,0,1,5.0,2,GA,0.6667,0.8571,6.0,0.7692,323.0,0.7457,,-1,
regular,1825,2022,1673,1,1,0,2,22.0,0,TX,0.6,0.6,6.0,0.9063,174.0,0.943,,-1,
regular,1826,2007,1583,0,0,0,1,31.0,0,GA,0.5714,0.5714,4.0,0.8788,229.0,0.8197,,-1,
regular,1828,2012,1622,0,0,0,0,25.0,0,MO,0.5556,0.5556,3.0,0.9318,239.0,0.8975,,-1,
regular,1828,2018,1424,1,0,0,2,49.0,0,TX,0.3,0.3,48.0,0.2,2988.0,0.1739,,-1,
regular,1828,2022,1570,0,0,1,2,51.0,0,TX,0.4444,0.4444,7.0,0.8333,639.0,0.7907,,-1,
regular,1829,2009,1491,0,0,0,2,58.0,0,GA,0.4286,0.4286,37.0,0.3729,824.0,0.5081,,-1,
regular,1829,2011,1546,0,0,0,0,47.0,0,MO,0.5,0.5,12.0,0.8235,517.0,0.7482,,-1,
regular,1831,2012,1516,1,1,0,1,39.0,0,MO,0.5556,0.5556,13.0,0.5517,900.0,0.6141,,-1,
regular,1834,2009,1512,0,0,0,2,15.0,0,GA,0.7143,0.7143,66.0,0.5448,667.0,0.6018,,-1,
regular,1836,2009,1530,0,0,0,1,23.0,0,GA,0.7143,0.7143,50.0,0.6552,526.0,0.686,,-1,
regular,1836,2011,1492,0,0,0,0,81.0,0,MO,0.2,0.2,90.0,0.4857,949.0,0.5377,,-1,
regular,1836,2013,1512,1,1,0,1,65.0,0,MO,0.4375,0.4375,77.0,0.6351,1008.0,0.5982,,-1,
regular,1836,2015,1602,0,0,0,0,37.0,0,MO,0.0,0.0,28.0,0.8814,381.0,0.8674,,-1,
regular,1836,2016,1619,0,0,1,3,26.0,0,MO,0.7,0.7,23.0,0.9105,340.0,0.8908,,-1,
regular,1836,2017,1505,0,0,0,1,35.0,0,TX,0.5,0.5,122.0,0.5627,1472.0,0.5581,,-1,
regular,1836,2023,1553,0,0,1,2,42.0,0,TX,0.5,0.5,83.0,0.6926,883.0,0.7311,,-1,
regular,1846,2007,1576,0,0,0,4,34.0,0,GA,0.5714,0.5714,12.0,0.7966,244.0,0.8079,,-1,
regular,1848,2007,1410,1,1,0,1,72.0,0,GA,0.2857,0.2857,10.0,0.0,1124.0,0.115,,-1,
regular,1850,2007,1484,1,1,0,1,68.0,0,GA,0.2857,0.2857,13.0,0.5357,673.0,0.4701,,-1,
regular,1856,2007,1454,0,0,0,0,69.0,0,GA,0.2857,0.2857,81.0,0.243,860.0,0.3228,,-1,
regular,1860,2007,1601,1,1,0,3,20.0,0,GA,0.7143,0.7143,8.0,0.8571,174.0,0.863,,-1,
regular,1860,2008,1519,1,0,1,3,65.0,0,GA,0.2857,0.2857,9.0,0.8475,542.0,0.6382,,-1,
regular,1860,2016,1587,1,0,0,2,67.0,0,MO,0.3,0.3,11.0,0.952,498.0,0.8401,,-1,
regular,1868,2007,1392,0,0,0,0,85.0,0,GA,0.0,0.0,116.0,0.0645,1182.0,0.0693,,-1,
regular,1868,2008,1495,0,0,0,0,48.0,0,GA,0.4286,0.4286,66.0,0.5319,721.0,0.5187,,-1,
regular,1868,2009,1658,0,0,1,2,48.0,2,GA,0.3333,0.4286,17.0,0.8828,120.0,0.9284,,-1,
regular,1868,2010,1687,0,0,1,2,10.0,2,GA,0.625,0.75,8.0,0.9477,87.0,0.9516,,-1,
regular,1868,2011,1638,2,1,1,7,39.0,0,MO,0.5,0.5,21.0,0.88,205.0,0.9001,,-1,
regular,1868,2012,1658,1,0,1,4,24.0,0,MO,0.5,0.5,14.0,0.9282,150.0,0.9357,,-1,
regular,1868,2013,1593,1,0,2,4,35.0,0,MO,0.625,0.625,28.0,0.8673,391.0,0.8442,,-1,
regular,1868,2015,1549,1,0,0,3,41.0,0,MO,0.0,0.0,53.0,0.7754,716.0,0.7508,,-1,
regular,1868,2016,1519,2,0,1,5,54.0,0,MO,0.4,0.4,81.0,0.6848,1154.0,0.6294,,-1,
regular,1868,2017,1596,1,0,0,3,30.0,2,TX,0.5833,0.5,41.0,0.853,531.0,0.8406,Alliance 3,2,
regular,1868,2018,1544,2,1,0,5,59.0,0,TX,0.4,0.4,94.0,0.6987,1080.0,0.7014,,-1,
regular,1868,2019,1624,2,1,1,4,26.0,0,TX,0.6,0.6,34.0,0.8903,430.0,0.8856,,-1,
regular,1868,2022,1554,1,0,0,4,40.0,0,TX,0.5,0.5,64.0,0.7538,776.0,0.7458,,-1,
regular,1868,2023,1715,1,0,1,5,60.0,4,TX,0.3571,0.3,19.0,0.9296,122.0,0.9629,Alliance 8,1,
regular,1872,2007,1477,0,0,0,0,17.0,0,GA,0.7143,0.7143,2.0,0.0,710.0,0.4409,,-1,
regular,1875,2012,1541,0,0,0,0,48.0,0,MO,0.4444,0.4444,19.0,0.7467,677.0,0.7097,,-1,
regular,188,2009,1827,1,1,1,5,9.0,9,GA,0.625,0.7143,3.0,0.9474,13.0,0.9922,,-1,
regular,188,2010,1772,1,0,2,4,7.0,2,GA,0.5833,0.7,3.0,0.9444,27.0,0.985,,-1,
regular,188,2011,1640,0,0,1,3,33.0,7,MO,0.5882,0.5,10.0,0.8438,198.0,0.9036,,2,
regular,188,2014,1732,1,1,1,4,28.0,4,MO,0.5714,0.6,7.0,0.9391,76.0,0.9718,,1,
regular,188,2015,1586,0,0,1,5,47.0,0,MO,0.0,0.0,18.0,0.8594,450.0,0.8434,,2,
regular,188,2016,1604,0,0,0,1,51.0,0,MO,0.3,0.3,20.0,0.8529,399.0,0.8719,Alliance 7,3,
regular,188,2017,1716,0,0,0,2,16.0,2,MO,0.5,0.6,11.0,0.9241,113.0,0.9661,Alliance 3,1,
regular,188,2018,1662,0,0,0,1,13.0,4,MI,0.7143,0.8,21.0,0.8636,234.0,0.9353,Alliance 6,1,
regular,188,2019,1653,2,1,1,5,19.0,2,MI,0.5,0.6,15.0,0.9128,277.0,0.9263,Alliance 3,1,
regular,1880,2008,1408,0,0,0,0,76.0,0,GA,0.2857,0.2857,103.0,0.0804,1325.0,0.1155,,-1,
regular,1880,2017,1635,1,1,0,1,10.0,0,MO,0.7,0.7,15.0,0.9051,303.0,0.909,Alliance 7,3,
regular,1884,2014,1461,2,1,0,2,43.0,0,MO,0.5,0.5,58.0,0.536,1754.0,0.3496,,-1,
regular,1884,2015,1593,1,1,0,1,31.0,0,MO,0.0,0.0,14.0,0.9157,417.0,0.8549,,3,
regular,1884,2017,1526,1,1,0,2,45.0,0,TX,0.4,0.4,64.0,0.7778,1212.0,0.6361,,-1,
regular,1884,2023,1496,0,0,0,3,63.0,0,TX,0.4,0.4,123.0,0.7029,1598.0,0.5134,,-1,
regular,1885,2007,1710,0,0,0,1,27.0,0,GA,0.5714,0.5714,2.0,0.9649,43.0,0.9661,,-1,
regular,1885,2008,1554,0,0,0,1,17.0,0,GA,0.7143,0.7143,16.0,0.7241,350.0,0.7664,,-1,
regular,1885,2009,1407,0,0,0,2,86.0,0,GA,0.0714,0.0714,55.0,0.0678,1478.0,0.1176,,-1,
regular,1885,2011,1667,1,0,2,5,27.0,0,MO,0.6,0.6,2.0,0.9706,129.0,0.9372,,-1,
regular,1885,2012,1614,1,0,0,3,55.0,5,MO,0.5,0.5556,4.0,0.9394,264.0,0.8868,,2,
regular,1885,2013,1607,1,0,0,1,58.0,0,MO,0.5,0.5,6.0,0.9118,327.0,0.8697,,-1,
regular,1885,2014,1611,1,0,1,5,67.0,0,MO,0.4,0.4,5.0,0.9296,340.0,0.8739,,-1,
regular,1885,2015,1595,1,0,0,3,29.0,0,MO,0.0,0.0,6.0,0.92,410.0,0.8573,,1,
regular,1885,2016,1654,3,0,1,7,11.0,0,MO,0.75,0.75,6.0,0.9231,220.0,0.9294,Alliance 3,3,
regular,1885,2017,1853,5,2,1,7,5.0,4,MO,0.6429,0.7,1.0,0.9863,16.0,0.9952,Alliance 4,0,
regular,1885,2018,1641,6,2,0,7,34.0,2,MI,0.4167,0.5,8.0,0.8933,293.0,0.919,Alliance 6,2,
regular,1885,2019,1720,3,1,0,4,13.0,3,MI,0.5769,0.65,4.0,0.9467,119.0,0.9684,Alliance 5,1,
regular,1885,2022,1626,0,0,2,5,41.0,0,TX,0.5,0.5,5.0,0.9206,309.0,0.8988,,-1,
